ptype_a,profile_a,ptype_b,profile_b,frobenius_inner_product,cosine_similarity,frobenius_distance
0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,7239.538529276848,1.0,0.0
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,114.09281624131836,0.013474076970868873,129.74127968656254
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,47.931481593928766,0.004206836137622104,157.21888103646407
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,37.51108153104724,0.0035553788019806716,149.2324285142656
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,102.13301144959405,0.01607955126908386,112.57876038709136
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,88.46976792032365,0.014911226755763554,109.61413053071932
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,66.65486932871863,0.015489045135525471,99.16370437030882
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,76.50409729452804,0.01617755580795942,101.62004417087374
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,40.02529113832861,0.017449867600470296,90.10080270306075
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,73.20717041322496,0.018247491581095145,97.45278703278892
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,104.78870942327194,0.015123071240013507,117.0106015932953
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,30.86553891224321,0.016565153392463294,88.86942341657402
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,44.77501096366905,0.015924639446955404,91.98590210658007
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,73.20701660725172,0.01766089229430737,98.19386090525215
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,45.04315549577586,0.01581760748692068,92.13051173116766
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,23.97262027603574,0.01383080157553497,88.59564361107263
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,3.404614205021062,0.01092486996830226,86.61708144399859
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,101.41624450136442,0.015086814789633293,115.41870717144359
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,48.78200159384869,0.005175295346940769,138.74788764700907
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,78.85725064855069,0.015768827392581647,103.31850676472052
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,61.585491507546976,0.019246456126213774,93.48291330296972
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,82.36483504960779,0.01571319951016302,104.86605726164193
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,83.7962365275016,0.016709414400608944,103.36173306053351
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,89.18903740798123,0.01687700331464558,105.08789141598648
1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,77.66927874402609,0.013679011992639368,107.89681116662187
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,68.25605188286863,0.017298937877875894,96.19507447179993
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,63.082943358574994,0.015711588057383152,97.57393416688161
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,2150.4659271240234,1.0,0.0
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,35.645844967861194,0.020678526245231747,58.830069882610665
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,71.00200766616035,0.024115831367005097,77.71346249170048
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,34.47788992407732,0.024471252891972987,54.814084467577544
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,69.60510192468064,0.025879854970281453,73.31454644335442
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,3.6373422575052246,0.022599891312893187,46.42452685512299
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,68.87521606986411,0.015186685421092352,107.59799344680042
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,24.34630545892287,0.003989579356630453,139.3522165067919
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,24.958529152325355,0.004416767920493986,130.19030748773423
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,70.99658629088663,0.02086914004561266,85.96710696155536
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,68.31466625561006,0.021497687061243494,81.91252135090797
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,48.32638974720612,0.020967005790450466,67.26210346348812
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,59.435269592591794,0.023465604555855685,70.81570709540472
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,31.879483654163778,0.025949453394333223,52.80662459798164
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,44.853340674424544,0.020873902226809703,64.86791732947546
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,68.1572263421258,0.018365244473410088,91.75422164737232
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,25.236901954223868,0.02528814291136755,50.62731506843222
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,30.950553625647444,0.020552356671999235,56.06378902433661
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,44.020213654846884,0.01982765614376033,65.9886449634539
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,33.36991303315153,0.021878944209393517,56.26251874472046
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,20.785008694103453,0.022389343224417983,50.096473216704695
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,3.7100957345828647,0.02222761086221255,46.43275970201547
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,73.05099890194833,0.020289693774694497,89.62310971537546
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,22.499146233778447,0.0044565713177506135,118.14243681232897
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,54.49647967994679,0.020346303386856574,73.33163519761959
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,42.839534483791795,0.024996338899080418,58.5716683421773
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,66.55570468539372,0.023706496555902287,75.3830323418894
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,59.19350962119643,0.02203789478494419,73.39582177356928
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,63.865563694154844,0.022563678745259098,75.81691901161487
2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,60.86762794596143,0.020014794458482137,79.55764262627281
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,49.95696655631764,0.015794925076862223,92.31157826279846
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,55.47440077736974,0.017236297848720782,93.63346982807957
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,35.645844967861194,0.020678526245231747,58.830069882610665
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1381.8028852045536,1.0,0.0
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,40.3387159119593,0.01709215859637031,73.02085862298436
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,29.642254995997064,0.02624641555481609,47.387678609058455
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,38.87195302802138,0.01803019239857262,68.32148985545192
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,2.424892904164153,0.018795677314177067,37.26927086098208
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,49.668767924653366,0.013662388955263728,104.149306517848
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,17.364682469080435,0.003549801944818566,136.61749686411335
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,15.979134591456386,0.0035276223205111977,127.27455327343739
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,49.61916968948208,0.018195324876250103,81.63599249487226
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,44.66503366595134,0.017534310250483652,77.38408994956781
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,42.29137178615201,0.022890067361624602,61.38075884457294
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,42.90264608542202,0.02113074576222375,65.41610334250294
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,28.271496996982023,0.02870839917516622,45.023244361407954
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,33.20759235403966,0.01927922068128894,58.842800353016536
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,47.71403492928948,0.016038885422043438,87.69869172924605
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,23.40829249616945,0.029261316896795057,42.40423573223485
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,29.852381678763777,0.024729505228129757,48.75122297686104
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,41.650117128156126,0.02340338596209863,59.92143535702963
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,29.880258068966214,0.024439868532531023,49.028433418873604
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,18.167829022888327,0.02441391414370705,41.78789233946804
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,2.932674671377754,0.021918699995614785,37.26785442914647
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,44.65119918840355,0.015471260404793814,85.55956026395792
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,18.476370049043908,0.004565566885462436,114.87827421407906
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,44.28160843765363,0.020624512394199535,68.0389257801876
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,50.024212287855335,0.036412890511855873,51.45491166893999
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,40.88714575872291,0.018168209143233124,70.46471202660389
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,47.93522945797304,0.02226353183273152,68.12341867687297
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,53.197966248961166,0.023446683601382724,70.71688172837294
3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,46.31350517307874,0.018998339476119137,74.76539108354905
4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,100.91217074147426,0.018680392570236033,105.20757828431911
4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,86.69976469594985,0.015772125676599195,106.55464982656274
4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,71.00200766616035,0.024115831367005097,77.71346249170048
4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,40.3387159119593,0.01709215859637031,73.02085862298436
4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,4030.920340657234,1.0,0.0
4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,37.94183592160698,0.019669713899491,69.84347054347226
