prompt_group,pooling_rule,layer,ptype,profile,centroid_norm
ipip_stems,final_token,0,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.16901387
ipip_stems,final_token,0,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.19570777
ipip_stems,final_token,0,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.18058933
ipip_stems,final_token,0,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.19472982
ipip_stems,final_token,0,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.17527968
ipip_stems,final_token,0,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.2035665
ipip_stems,final_token,0,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.1593468
ipip_stems,final_token,1,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.31197232
ipip_stems,final_token,1,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.36915892
ipip_stems,final_token,1,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.34169108
ipip_stems,final_token,1,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.28458157
ipip_stems,final_token,1,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.38195923
ipip_stems,final_token,1,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.3198832
ipip_stems,final_token,1,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.3621933
ipip_stems,final_token,1,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.083894975
ipip_stems,final_token,1,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.35172534
ipip_stems,final_token,1,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.3634991
ipip_stems,final_token,1,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.37830523
ipip_stems,final_token,1,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.3715159
ipip_stems,final_token,1,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.333979
ipip_stems,final_token,1,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.3181045
ipip_stems,final_token,1,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.3334159
ipip_stems,final_token,1,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.27533042
ipip_stems,final_token,1,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.35203215
ipip_stems,final_token,1,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.39782098
ipip_stems,final_token,1,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.24989626
ipip_stems,final_token,1,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.24428797
ipip_stems,final_token,1,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.3313442
ipip_stems,final_token,1,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.36973327
ipip_stems,final_token,1,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.27495998
ipip_stems,final_token,1,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.08498354
ipip_stems,final_token,1,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.33055142
ipip_stems,final_token,1,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.3879024
ipip_stems,final_token,1,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.37613583
ipip_stems,final_token,1,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.33744508
ipip_stems,final_token,1,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.34509963
ipip_stems,final_token,1,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.33587834
ipip_stems,final_token,1,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.41731545
ipip_stems,final_token,1,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.30473787
ipip_stems,final_token,2,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.6272333
ipip_stems,final_token,2,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.61468595
ipip_stems,final_token,2,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.57545507
ipip_stems,final_token,2,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.52553
ipip_stems,final_token,2,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.6931286
ipip_stems,final_token,2,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.67767394
ipip_stems,final_token,2,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.61939156
ipip_stems,final_token,2,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.18495715
ipip_stems,final_token,2,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.6297255
ipip_stems,final_token,2,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.63582283
ipip_stems,final_token,2,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.6334239
ipip_stems,final_token,2,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.65430546
ipip_stems,final_token,2,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.5943813
ipip_stems,final_token,2,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.57721984
ipip_stems,final_token,2,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.5966205
ipip_stems,final_token,2,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.48333186
ipip_stems,final_token,2,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.62770957
ipip_stems,final_token,2,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.6758547
ipip_stems,final_token,2,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.48057824
ipip_stems,final_token,2,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.5306614
ipip_stems,final_token,2,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.6473203
ipip_stems,final_token,2,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.7804709
ipip_stems,final_token,2,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.54195803
ipip_stems,final_token,2,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.17727779
ipip_stems,final_token,2,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.57839584
ipip_stems,final_token,2,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.68813777
ipip_stems,final_token,2,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.60735863
ipip_stems,final_token,2,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.5365389
ipip_stems,final_token,2,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.65027195
ipip_stems,final_token,2,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.65179515
ipip_stems,final_token,2,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.7034775
ipip_stems,final_token,2,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.5970598
ipip_stems,final_token,3,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.1192931
ipip_stems,final_token,3,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.0321443
ipip_stems,final_token,3,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.99075997
ipip_stems,final_token,3,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.9494182
ipip_stems,final_token,3,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.0709413
ipip_stems,final_token,3,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.0931357
ipip_stems,final_token,3,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.102611
ipip_stems,final_token,3,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.34052622
ipip_stems,final_token,3,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.0331818
ipip_stems,final_token,3,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.0518727
ipip_stems,final_token,3,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.0752482
ipip_stems,final_token,3,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.0368861
ipip_stems,final_token,3,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.0464295
ipip_stems,final_token,3,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.98331755
ipip_stems,final_token,3,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.9834743
ipip_stems,final_token,3,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.89057726
ipip_stems,final_token,3,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.049891
ipip_stems,final_token,3,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.1139917
ipip_stems,final_token,3,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.88004893
ipip_stems,final_token,3,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.92932504
ipip_stems,final_token,3,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.1264776
ipip_stems,final_token,3,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.2131943
ipip_stems,final_token,3,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.9734453
ipip_stems,final_token,3,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.3584615
ipip_stems,final_token,3,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.9622855
ipip_stems,final_token,3,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.2040114
ipip_stems,final_token,3,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.0127559
ipip_stems,final_token,3,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.9596483
ipip_stems,final_token,3,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.0363435
ipip_stems,final_token,3,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.91663486
ipip_stems,final_token,3,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.1274129
ipip_stems,final_token,3,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.0646052
ipip_stems,final_token,4,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.4055595
ipip_stems,final_token,4,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.3981743
ipip_stems,final_token,4,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.3667456
ipip_stems,final_token,4,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.328337
ipip_stems,final_token,4,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.3882846
ipip_stems,final_token,4,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.4313608
ipip_stems,final_token,4,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.4069239
ipip_stems,final_token,4,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.48626295
ipip_stems,final_token,4,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.3381824
ipip_stems,final_token,4,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.3761469
ipip_stems,final_token,4,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.3707004
ipip_stems,final_token,4,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.4129709
ipip_stems,final_token,4,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.3610215
ipip_stems,final_token,4,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.3495144
ipip_stems,final_token,4,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.2997959
ipip_stems,final_token,4,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.2193092
ipip_stems,final_token,4,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.3656492
ipip_stems,final_token,4,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.4364821
ipip_stems,final_token,4,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.1862508
ipip_stems,final_token,4,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.2507725
ipip_stems,final_token,4,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.4558946
ipip_stems,final_token,4,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.4769187
ipip_stems,final_token,4,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.292986
ipip_stems,final_token,4,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.51138115
ipip_stems,final_token,4,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.3815635
ipip_stems,final_token,4,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.5181954
ipip_stems,final_token,4,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.3302402
ipip_stems,final_token,4,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.1827631
ipip_stems,final_token,4,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.338101
ipip_stems,final_token,4,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.2318292
ipip_stems,final_token,4,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.4377086
ipip_stems,final_token,4,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.3978939
ipip_stems,final_token,5,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.729094
ipip_stems,final_token,5,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.7534076
ipip_stems,final_token,5,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.6333054
ipip_stems,final_token,5,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.6479764
ipip_stems,final_token,5,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.6859523
ipip_stems,final_token,5,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.838782
ipip_stems,final_token,5,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.6012645
ipip_stems,final_token,5,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.5758903
ipip_stems,final_token,5,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.6947159
ipip_stems,final_token,5,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.6409667
ipip_stems,final_token,5,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.7261755
ipip_stems,final_token,5,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.6587386
ipip_stems,final_token,5,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.6694367
ipip_stems,final_token,5,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.621826
ipip_stems,final_token,5,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.6108462
ipip_stems,final_token,5,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.5451235
ipip_stems,final_token,5,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.5883853
ipip_stems,final_token,5,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.7060046
ipip_stems,final_token,5,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.4644487
ipip_stems,final_token,5,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.5530254
ipip_stems,final_token,5,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.7392493
ipip_stems,final_token,5,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.7812252
ipip_stems,final_token,5,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.6090363
ipip_stems,final_token,5,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.63000554
ipip_stems,final_token,5,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.5956037
ipip_stems,final_token,5,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.8765476
ipip_stems,final_token,5,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.5541371
ipip_stems,final_token,5,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.4732333
ipip_stems,final_token,5,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.6263543
ipip_stems,final_token,5,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.564438
ipip_stems,final_token,5,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.7004768
ipip_stems,final_token,5,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.6353375
ipip_stems,final_token,6,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.9283339
ipip_stems,final_token,6,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.9286349
ipip_stems,final_token,6,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.9091139
ipip_stems,final_token,6,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.9091768
ipip_stems,final_token,6,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.9815822
ipip_stems,final_token,6,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,2.1043994
ipip_stems,final_token,6,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.8174288
ipip_stems,final_token,6,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.6588561
ipip_stems,final_token,6,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.9840608
ipip_stems,final_token,6,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.9581695
ipip_stems,final_token,6,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.9205959
ipip_stems,final_token,6,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.8700932
ipip_stems,final_token,6,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.914295
ipip_stems,final_token,6,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.8773736
ipip_stems,final_token,6,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.875539
ipip_stems,final_token,6,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.7691246
ipip_stems,final_token,6,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.8099577
ipip_stems,final_token,6,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.9873042
ipip_stems,final_token,6,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.651162
ipip_stems,final_token,6,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.818597
ipip_stems,final_token,6,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.8920568
ipip_stems,final_token,6,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,2.049633
ipip_stems,final_token,6,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.8061035
ipip_stems,final_token,6,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.7309277
ipip_stems,final_token,6,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.9163399
ipip_stems,final_token,6,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,2.0685282
ipip_stems,final_token,6,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.7627676
ipip_stems,final_token,6,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.7420373
ipip_stems,final_token,6,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.8744256
ipip_stems,final_token,6,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.91762
ipip_stems,final_token,6,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.9704661
ipip_stems,final_token,6,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.9049677
ipip_stems,final_token,7,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,2.2863212
ipip_stems,final_token,7,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,2.2998385
ipip_stems,final_token,7,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,2.1702597
ipip_stems,final_token,7,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,2.1815183
ipip_stems,final_token,7,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,2.1915374
ipip_stems,final_token,7,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,2.3832965
ipip_stems,final_token,7,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,2.081065
ipip_stems,final_token,7,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.83713853
ipip_stems,final_token,7,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,2.2146676
ipip_stems,final_token,7,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,2.3682346
ipip_stems,final_token,7,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,2.1261125
ipip_stems,final_token,7,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,2.2112978
ipip_stems,final_token,7,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,2.1906073
ipip_stems,final_token,7,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,2.1761386
ipip_stems,final_token,7,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,2.1010354
