representation,prompt_group,pooling_rule,ptype,profile,layer,effect_l2_rms_over_prompts
activation,ipip_stems,final_token,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0,0.18052048981189728
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,20,12.823827743530273
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,21,14.563898086547852
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,22,15.953429222106934
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,23,17.580774307250977
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,24,19.027441024780273
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,25,20.425880432128906
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,26,22.17354965209961
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,27,24.211355209350586
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,28,26.783662796020508
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,29,30.75217628479004
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,30,36.72663116455078
activation,ipip_stems,final_token,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,31,60.488121032714844
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0,0.16174274682998657
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1,0.3279104232788086
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,2,0.6292371153831482
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,3,1.2202867269515991
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,4,1.8255468606948853
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,5,2.390629291534424
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,6,2.9668238162994385
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,7,3.48431658744812
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,8,4.073829174041748
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,9,4.510103702545166
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,10,4.786372184753418
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,11,5.129984378814697
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,12,5.723087787628174
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,13,6.278014183044434
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,14,6.585145473480225
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,15,6.989914417266846
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,16,8.102923393249512
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,17,9.23187255859375
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,18,10.272175788879395
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,19,11.046727180480957
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,20,12.052882194519043
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,21,13.766368865966797
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,22,14.973282814025879
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,23,16.506221771240234
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,24,18.067096710205078
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,25,19.439468383789062
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,26,21.027833938598633
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,27,22.657329559326172
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,28,24.645729064941406
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,29,28.072250366210938
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,30,33.760990142822266
activation,ipip_stems,final_token,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,31,55.96601486206055
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0,0.1918071061372757
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1,0.43528810143470764
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,2,0.8116372227668762
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,3,1.38728666305542
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,4,1.9790064096450806
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,5,2.52237606048584
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,6,3.0975801944732666
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,7,3.5816590785980225
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,8,4.21991491317749
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,9,4.755568027496338
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,10,5.21511173248291
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,11,5.467806339263916
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,12,6.1919403076171875
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,13,6.546072483062744
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,14,6.858768463134766
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,15,7.4233198165893555
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,16,8.577398300170898
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,17,9.771111488342285
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,18,10.850096702575684
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,19,11.635834693908691
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,20,12.773193359375
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,21,14.477226257324219
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,22,15.882976531982422
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,23,17.382545471191406
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,24,18.79453468322754
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,25,20.24595069885254
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,26,22.044219970703125
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,27,23.97396469116211
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,28,26.20734405517578
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,29,29.754436492919922
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,30,35.535152435302734
activation,ipip_stems,final_token,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,31,59.06379318237305
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0,0.1870346963405609
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1,0.36081287264823914
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,2,0.7695391774177551
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,3,1.3836135864257812
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,4,1.9832080602645874
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,5,2.6147994995117188
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,6,3.1634459495544434
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,7,3.701432466506958
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,8,4.402665615081787
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,9,4.8410491943359375
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,10,5.283689022064209
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,11,5.57201623916626
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,12,6.274536609649658
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,13,6.659304618835449
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,14,7.146158218383789
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,15,7.702315807342529
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,16,9.044787406921387
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,17,10.283205032348633
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,18,11.318199157714844
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,19,12.24034309387207
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,20,13.316798210144043
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,21,15.072273254394531
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,22,16.41617774963379
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,23,18.078577041625977
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,24,19.62858009338379
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,25,21.294536590576172
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,26,23.344579696655273
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,27,25.415891647338867
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,28,28.19190788269043
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,29,32.32378387451172
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,30,39.036861419677734
activation,ipip_stems,final_token,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,31,62.521026611328125
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0,0.20331430435180664
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1,0.41553497314453125
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,2,0.7375211715698242
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,3,1.396775484085083
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,4,1.9749500751495361
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,5,2.4194114208221436
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,6,2.9233925342559814
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,7,3.4348487854003906
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,8,4.020683765411377
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,9,4.4076151847839355
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,10,4.796828746795654
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,11,5.034645080566406
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,12,5.715865135192871
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,13,6.240606784820557
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,14,6.5780816078186035
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,15,7.259459972381592
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,16,8.421048164367676
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,17,9.557825088500977
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,18,10.643924713134766
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,19,11.412632942199707
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,20,12.421625137329102
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,21,14.062246322631836
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,22,15.417829513549805
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,23,16.932050704956055
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,24,18.35435676574707
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,25,19.815427780151367
activation,ipip_stems,final_token,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,26,21.686023712158203
