representation,prompt_group,pooling_rule,layer,trait,matched_pairs,mean_pairwise_cosine,median_pairwise_cosine,split_half_cosine,random_pair_mean_cosine,random_pair_sd,agreement_above_random
activation,ipip_stems,final_token,12,O,16,0.009058227128762815,-0.0004605379158746138,-0.02829080027082426,-0.00123705634572109,0.008466041901736084,0.010295283474483906
activation,ipip_stems,final_token,12,C,16,0.030909966567274197,0.028018510505341744,0.18554266298995753,-0.0011107139351887328,0.009947205324454023,0.03202068050246293
activation,ipip_stems,final_token,12,E,16,0.012951320583109457,0.011645838756278745,0.2135235118853881,-0.0007433008902485174,0.011006115939358832,0.013694621473357975
activation,ipip_stems,final_token,12,A,16,0.06814098283580507,0.050838707959653534,0.4518596884041279,0.00044156865476292653,0.012711657670058944,0.06769941418104214
activation,ipip_stems,final_token,12,N,16,0.0008591331733824319,0.005133833009257169,0.021746080168974065,-0.0006041169705740962,0.010450564237322336,0.001463250143956528
activation,ipip_stems,final_token,13,O,16,0.01204333469586338,0.0026278704257327893,-0.0013430424096320729,-0.0008112565906651905,0.010052164081264267,0.01285459128652857
activation,ipip_stems,final_token,13,C,16,0.032213862751179975,0.028202392337255154,0.2081621866769954,-0.0005643524024045229,0.008864713840699019,0.0327782151535845
activation,ipip_stems,final_token,13,E,16,0.01489238435685347,0.017211623369439925,0.22405844789991233,-0.0004851027618077368,0.010825665959904167,0.015377487118661206
activation,ipip_stems,final_token,13,A,16,0.06440900367334469,0.05048405915593879,0.41682098558229713,-0.0004782791462428549,0.007870785607563872,0.06488728281958754
activation,ipip_stems,final_token,13,N,16,0.008172568205066469,0.0008829775986988412,0.07761767228803634,0.0005418058213516321,0.010675346668694428,0.007630762383714837
activation,ipip_stems,final_token,14,O,16,0.014869872961597096,0.01377850824973505,-0.012017369877271629,0.0015949017174187621,0.011773051367136229,0.013274971244178334
activation,ipip_stems,final_token,14,C,16,0.031736886306652674,0.031665893110317145,0.16687502269235913,0.0004505316904459343,0.01073796317762989,0.03128635461620674
activation,ipip_stems,final_token,14,E,16,0.009375099596162928,0.0028376786526512995,0.173503262721872,-0.00012395242914394822,0.011077852141810646,0.009499052025306876
activation,ipip_stems,final_token,14,A,16,0.055767174743932516,0.04354455001712762,0.3662717594734845,0.00039224889048525036,0.010312883679783325,0.05537492585344726
activation,ipip_stems,final_token,14,N,16,0.006261393386969687,0.0029474202245757253,0.05751418090464974,-0.0006175621415508222,0.009440316191271725,0.0068789555285205094
activation,ipip_stems,final_token,15,O,16,0.012676130411546945,0.016528898537998108,-0.0462718328431184,-0.0005270759787963969,0.010750709273128836,0.013203206390343341
activation,ipip_stems,final_token,15,C,16,0.03426435240498383,0.032946153073390196,0.15186220468011652,0.002185436208211368,0.012704568247391017,0.03207891619677246
activation,ipip_stems,final_token,15,E,16,0.008065157670561493,0.007848073524604725,0.15568269770290596,-0.0004997981333630376,0.010309286287338551,0.00856495580392453
activation,ipip_stems,final_token,15,A,16,0.05217550250239702,0.04363811124012611,0.32859900392838853,0.0006426994266057697,0.010694043620880203,0.05153280307579125
activation,ipip_stems,final_token,15,N,16,0.00848781933291836,0.004471283881928726,0.057257304200714045,-0.00023769287440425195,0.009983810185959802,0.008725512207322612
activation,ipip_stems,final_token,16,O,16,0.009522468896709494,0.01506713716969878,-0.0476820126522199,0.0012292667028382478,0.009845111085979083,0.008293202193871247
activation,ipip_stems,final_token,16,C,16,0.037498864777124684,0.04190024209556352,0.18099914876350567,0.0009317144153569252,0.00924169416028304,0.03656715036176776
activation,ipip_stems,final_token,16,E,16,0.01032307727073936,0.004205550446211336,0.17306234568631612,0.0019989321093382057,0.012071705757357054,0.008324145161401154
activation,ipip_stems,final_token,16,A,16,0.054129657315218065,0.05617222054867542,0.3306085465465095,-7.593437667681987e-05,0.010082490976538181,0.054205591691894886
activation,ipip_stems,final_token,16,N,16,0.007178662951889849,0.0041356650954737255,0.04151169658439192,8.897819382270452e-06,0.010347349538585977,0.0071697651325075785
activation,ipip_stems,final_token,17,O,16,0.009374065843698235,0.010241715438282038,-0.03928672598096848,0.000963028149299001,0.010727519376402709,0.008411037694399234
activation,ipip_stems,final_token,17,C,16,0.04099941466496819,0.04164946591629474,0.19604478085502286,0.0002869930480956981,0.010200569234673657,0.04071242161687249
activation,ipip_stems,final_token,17,E,16,0.011105247027917637,0.006639638965253335,0.17286586105741175,0.00011759254674402314,0.009410892734290566,0.010987654481173614
activation,ipip_stems,final_token,17,A,16,0.04641478617868115,0.0505482441798485,0.30121091019254886,0.001094885063339595,0.010092008133302162,0.04531990111534156
activation,ipip_stems,final_token,17,N,16,0.00713241857502635,-0.0007884550024871877,0.02893703799592336,0.000785749546038105,0.00891573710685418,0.006346669028988245
activation,ipip_stems,final_token,18,O,16,0.011010779557180899,0.015847502454338212,-0.041935566476273986,0.000705121888905133,0.0099407819017437,0.010305657668275766
activation,ipip_stems,final_token,18,C,16,0.04602822474405158,0.03459032251536588,0.2182807715061537,-0.001856251289067997,0.009937388299923364,0.04788447603311957
activation,ipip_stems,final_token,18,E,16,0.011039910378863054,0.005385385352356648,0.1614830129740774,-3.401894599206402e-05,0.008914102767490332,0.011073929324855118
activation,ipip_stems,final_token,18,A,16,0.04586666304652203,0.04458796938892921,0.30432990422125117,0.0005971487295605505,0.009969103302313627,0.04526951431696148
activation,ipip_stems,final_token,18,N,16,0.00431459485692025,-0.0034654326438010767,0.024050071441484105,6.163507430794211e-05,0.010986796239550484,0.004252959782612308
activation,ipip_stems,final_token,19,O,16,0.008683783611408983,0.01759842120413724,-0.0650185688738181,0.0018237586214878477,0.011566725231754465,0.006860024989921136
activation,ipip_stems,final_token,19,C,16,0.046913930029574384,0.04083999164978881,0.21874038478578373,0.0007341878907749843,0.011016224404192499,0.0461797421387994
activation,ipip_stems,final_token,19,E,16,0.011843818142110477,0.008436894787356482,0.1483249453102831,0.0012911064975377306,0.00967336769645034,0.010552711644572747
activation,ipip_stems,final_token,19,A,16,0.04426669589007141,0.04424539743626196,0.3018486812641778,0.0009972365771713995,0.011367328144412655,0.04326945931290001
activation,ipip_stems,final_token,19,N,16,0.004454515011183835,0.0020845853837100914,0.020498377306261376,-0.0014237079336298802,0.011034772486781046,0.005878222944813716
activation,ipip_stems,final_token,20,O,16,0.00744594670702958,0.01041037626013543,-0.06780101645716038,0.0005454800300657224,0.01095723280593588,0.006900466676963857
activation,ipip_stems,final_token,20,C,16,0.0499637260340229,0.04455065752555168,0.2393284798963501,-0.001224330045840014,0.009570384480336374,0.05118805607986292
activation,ipip_stems,final_token,20,E,16,0.012362790856001497,0.009402503085051256,0.15588121538932992,-6.745046066457147e-05,0.00922590819028712,0.012430241316666068
activation,ipip_stems,final_token,20,A,16,0.04296743726259136,0.04007486676475252,0.28990684234264685,-0.0019054133698614562,0.00861066814461074,0.04487285063245282
activation,ipip_stems,final_token,20,N,16,0.007196350695864967,0.00035274002984948794,0.0032270728170039954,0.0009346205876443717,0.012086943264980074,0.006261730108220596
activation,ipip_stems,final_token,21,O,16,0.008776186809318147,0.01664464584105842,-0.05301955122550689,0.0007156966969524585,0.009232369143246004,0.00806049011236569
activation,ipip_stems,final_token,21,C,16,0.052786799988601446,0.04315520081255728,0.2483126967628259,-0.0006815295166880792,0.009206071943826917,0.05346832950528953
activation,ipip_stems,final_token,21,E,16,0.01211490679962047,0.017286588895340696,0.14405616309989758,-0.000866342137685492,0.009275491954786604,0.012981248937305963
activation,ipip_stems,final_token,21,A,16,0.04022597922338092,0.043817216687283445,0.2705340581859594,0.0006503409798849532,0.00977151267907688,0.03957563824349597
activation,ipip_stems,final_token,21,N,16,0.005205113712862757,0.009282624895000246,-0.020730772016382456,0.0008694379098328928,0.010573836546199169,0.004335675803029864
activation,ipip_stems,final_token,22,O,16,0.007826930470904723,0.004149138318244479,-0.0416749251685829,-0.0007153426188724752,0.010730400967503105,0.008542273089777197
activation,ipip_stems,final_token,22,C,16,0.05893996111030416,0.05384483473392267,0.28400489464196194,-0.0007475752997149394,0.009126784208845974,0.0596875364100191
activation,ipip_stems,final_token,22,E,16,0.008103900461951119,0.022736455004103852,0.04951889764019688,0.0003236891640877083,0.009391691427058839,0.007780211297863411
activation,ipip_stems,final_token,22,A,16,0.03683084451385757,0.042083350996838506,0.23936640667423828,-0.0015655179530767408,0.008439735607143159,0.03839636246693431
activation,ipip_stems,final_token,22,N,16,0.004847835022611861,0.010586479645347677,-0.05185175663567915,0.0002489661486577333,0.009922194859255046,0.004598868873954128
activation,ipip_stems,final_token,23,O,16,0.011264370451558925,0.012741503885237423,-0.016318097088869155,-0.00016523335132843508,0.010075978347829029,0.01142960380288736
activation,ipip_stems,final_token,23,C,16,0.057011804097827065,0.0485274462923993,0.279853346126289,-6.435174138964005e-05,0.010263154909413643,0.057076155839216706
activation,ipip_stems,final_token,23,E,16,0.010149692444441647,0.011571914534170193,0.053081826077339384,0.0011676282518354134,0.011105676156403961,0.008982064192606233
activation,ipip_stems,final_token,23,A,16,0.03614930191991017,0.03054455695563653,0.20466455916195717,0.0031084557782641285,0.01153732326944654,0.03304084614164604
activation,ipip_stems,final_token,23,N,16,0.00633599008517219,0.007518736816228491,-0.013531513470835092,-0.0005214820624709425,0.00995392662537152,0.006857472147643133
activation,ipip_stems,final_token,24,O,16,0.008505795378575105,0.002346290558686395,-0.04286012338625895,0.00017999765260883434,0.00880260585124684,0.00832579772596627
activation,ipip_stems,final_token,24,C,16,0.052810590394340794,0.03892612493764139,0.2478755705025758,-0.0002743429378319141,0.009043886310145783,0.05308493333217271
activation,ipip_stems,final_token,24,E,16,0.012387512748825148,0.01625915404771423,0.0620463490760258,0.0006018369431740639,0.01114990663190591,0.011785675805651083
activation,ipip_stems,final_token,24,A,16,0.0344792216152148,0.028526045014220815,0.161614363247634,-5.309104153562223e-05,0.009220448332002704,0.03453231265675042
activation,ipip_stems,final_token,24,N,16,0.006026245585115489,0.010100491267324714,-0.018184558950511093,-0.0008211576657226987,0.008263505214023819,0.006847403250838188
activation,ipip_stems,final_token,25,O,16,0.006902882265003548,0.0013929087324119108,-0.05830303796418233,-0.0004975277690078072,0.008818245773189893,0.007400410034011355
activation,ipip_stems,final_token,25,C,16,0.04984569522820541,0.04524314686186923,0.2286573360712352,0.00023754838472756626,0.009145573225402832,0.04960814684347784
activation,ipip_stems,final_token,25,E,16,0.013182672000814251,0.016031970893974602,0.07932181785812006,-0.0011611579416878693,0.00863075813958664,0.01434382994250212
activation,ipip_stems,final_token,25,A,16,0.03268057542520637,0.03043267583001466,0.1548220407409884,0.0010061397823260953,0.009419082664466671,0.03167443564288027
activation,ipip_stems,final_token,25,N,16,0.0047056423101805855,0.00904753731059582,-0.02672815746433277,0.00037156589143032514,0.00830176744132685,0.00433407641875026
activation,ipip_stems,final_token,26,O,16,0.007782861876383751,0.005110086662804691,-0.04426726091183375,0.0005963567102613272,0.008459855236469773,0.007186505166122423
activation,ipip_stems,final_token,26,C,16,0.05117170912792997,0.0501979875902689,0.24404496760173364,-0.0015206503469312454,0.008358352269768235,0.052692359474861214
activation,ipip_stems,final_token,26,E,16,0.01421533646771673,0.01314764089953242,0.0902397782928248,0.0005126582596720335,0.01017324460125968,0.013702678208044697
activation,ipip_stems,final_token,26,A,16,0.03328900356238059,0.025952416144981096,0.158139484604408,0.0008435511538885457,0.009088018960859591,0.032445452408492045
activation,ipip_stems,final_token,26,N,16,0.006018627481448427,0.006043017860185282,-0.019998458411244723,0.000423770640094028,0.009227769123161866,0.005594856841354399
activation,ipip_stems,final_token,27,O,16,0.006875191972362577,0.01270036207047743,-0.0406918305435948,-0.0005126001316343491,0.007953695627280807,0.007387792103996926
activation,ipip_stems,final_token,27,C,16,0.049743605772455964,0.04612522250796566,0.23737681392512827,7.623516102962385e-06,0.008380415542978456,0.049735982256353
activation,ipip_stems,final_token,27,E,16,0.011915370831979955,0.016409372699238336,0.05554228686924349,-0.0005763825976321369,0.008168867402408879,0.012491753429612092
activation,ipip_stems,final_token,27,A,16,0.029172057880907973,0.025186970682655935,0.13404604128744543,-0.0007964339080045026,0.008127002913856608,0.029968491788912477
activation,ipip_stems,final_token,27,N,16,0.006325036252981334,0.009430708706996638,-0.021294171127444233,0.0002416591331103137,0.008375504248137591,0.00608337711987102
activation,ipip_stems,final_token,28,O,16,0.006446957037977327,0.009521509148112655,-0.03997744835973098,-0.00022973227794472736,0.007862177402449778,0.006676689315922054
activation,ipip_stems,final_token,28,C,16,0.04870124909341055,0.03878013674453058,0.23400958132656952,-0.0008233128813945839,0.007982486830682757,0.049524561974805134
activation,ipip_stems,final_token,28,E,16,0.01188360275429784,0.013543219636056737,0.0589778643441165,0.0014640777171456816,0.009578819190003748,0.010419525037152159
activation,ipip_stems,final_token,28,A,16,0.028004842657205365,0.01917864892986856,0.1326026198070331,0.0006676845950635613,0.008782367474862614,0.027337158062141802
activation,ipip_stems,final_token,28,N,16,0.007441667305188343,0.004691249431297031,-0.019845399652042524,-1.3901685914105844e-05,0.008852065580679854,0.007455568991102449
activation,ipip_stems,final_token,29,O,16,0.007158899133891644,0.011777936977780078,-0.032414007646273064,-0.0008310963790512001,0.006671915390605036,0.007989995512942844
activation,ipip_stems,final_token,29,C,16,0.052497178442766995,0.050291962313732,0.2524113175227188,0.0005685113872485523,0.008268538520417923,0.05192866705551844
activation,ipip_stems,final_token,29,E,16,0.013173305649582516,0.010955290704423554,0.07115831406761597,0.002238412513972701,0.00840511333776481,0.010934893135609814
activation,ipip_stems,final_token,29,A,16,0.02786372488447709,0.0229176091155888,0.12795038322745986,0.0005053587758833192,0.008092565655573468,0.02735836610859377
activation,ipip_stems,final_token,29,N,16,0.008775537502763964,0.007175721633433737,0.0028245882551568065,-0.00025333615439709196,0.009005925925005267,0.009028873657161056
activation,ipip_stems,final_token,30,O,16,0.007719863846231515,0.003804583896613761,-0.018614760388361903,0.0007866038528231065,0.008900382013700334,0.006933259993408408
activation,ipip_stems,final_token,30,C,16,0.057316034158364934,0.054318312886959236,0.28303534793941265,0.001363542606986592,0.010256472263163717,0.05595249155137834
activation,ipip_stems,final_token,30,E,16,0.015319413343572397,0.01613447127652631,0.08973378396682341,-0.0004086500050847451,0.008888015713208177,0.015728063348657142
activation,ipip_stems,final_token,30,A,16,0.030759653860866827,0.02711745813393632,0.1528689266991803,0.00028063713829171996,0.008572649845942361,0.03047901672257511
activation,ipip_stems,final_token,30,N,16,0.009641758819441943,0.007040410816537003,0.015560353036605629,-0.0010750651470414776,0.007979437340920322,0.010716823966483421
activation,ipip_stems,final_token,31,O,16,0.021596082769450235,0.017002662525518165,0.1392780227851655,-0.0019793140258719862,0.012065123275969676,0.023575396795322223
activation,ipip_stems,final_token,31,C,16,0.08792963285872046,0.06318476545382126,0.4829404310829486,0.00017242691768493666,0.012292100529874847,0.08775720594103553
activation,ipip_stems,final_token,31,E,16,0.03365585215790533,0.025861315243067014,0.2641312966850238,-0.0031730364159290193,0.01163329191335108,0.036828888573834345
activation,ipip_stems,final_token,31,A,16,0.059368432431516856,0.04048388378547965,0.2878646776767869,-0.0008176461783852904,0.011483126588075558,0.06018607860990215
activation,ipip_stems,final_token,31,N,16,0.01478839653276509,0.023872978410064975,0.11259708208025487,0.0022098676225354476,0.01666173937737357,0.012578528910229642
activation,ipip_stems,mean_tokens,0,O,16,-0.005136791821086741,-0.009153572128519642,-0.01537845724640475,-0.0001526548981613455,0.011912315679982442,-0.004984136922925396
activation,ipip_stems,mean_tokens,0,C,16,0.05202164284023248,0.03170278960710859,0.3720302035704423,0.0007844559912207487,0.013594783120616086,0.05123718684901173
activation,ipip_stems,mean_tokens,0,E,16,0.003888647342183712,0.009161128946172409,0.043474380116105216,0.0014772776618691072,0.014687514595852245,0.002411369680314605
activation,ipip_stems,mean_tokens,0,A,16,0.011432210760951866,0.009613610978376765,0.17434950997483223,-0.0022542163839215992,0.010072695804536621,0.013686427144873465
activation,ipip_stems,mean_tokens,0,N,16,-0.005907927029654055,-0.0035378005091832795,0.02124669837904715,-2.922636072277187e-05,0.011873477846236248,-0.0058787006689312825
activation,ipip_stems,mean_tokens,1,O,16,0.014328896240690826,0.0547359393819101,-0.13853877323533897,0.0001553803640314494,0.04426037719029021,0.014173515876659376
activation,ipip_stems,mean_tokens,1,C,16,-0.0010468987925051298,0.025324703379039165,0.47359849545819915,-0.0009622430553716782,0.031780425804321666,-8.46557371334516e-05
activation,ipip_stems,mean_tokens,1,E,16,-0.0008481663951261043,0.022741519498500472,0.42995116809816425,-0.0005742345860691271,0.0346292446142164,-0.00027393180905697717
activation,ipip_stems,mean_tokens,1,A,16,0.034811926029811126,-0.008407756929284638,0.6876056604896253,-0.0029493539920350874,0.0446001343533611,0.037761280021846214
activation,ipip_stems,mean_tokens,1,N,16,0.048736465350597634,0.011822601101567751,0.8119181295706144,0.004217404335443842,0.040137241579394134,0.044519061015153794
activation,ipip_stems,mean_tokens,2,O,16,0.012489595154442012,0.04422932088299798,-0.12909387794404104,-0.002059621711646567,0.03121617767167317,0.01454921686608858
activation,ipip_stems,mean_tokens,2,C,16,-0.0008962729177872608,0.026925501254839605,0.4564120185038853,0.002820736064988818,0.04199698422971727,-0.0037170089827760788
activation,ipip_stems,mean_tokens,2,E,16,-0.001578004220751141,0.02115386504066049,0.40935558602818906,0.0013635033456278495,0.03519781027119758,-0.0029415075663789905
activation,ipip_stems,mean_tokens,2,A,16,0.03447394834539762,-0.0051796696511352824,0.6656517792873374,-0.005453570178709234,0.0314136840335155,0.03992751852410685
activation,ipip_stems,mean_tokens,2,N,16,0.04737932187795911,0.02203612555732714,0.7980560482876892,0.00477461868616193,0.04894278225634217,0.04260470319179718
activation,ipip_stems,mean_tokens,3,O,16,0.011606541912757824,0.04602969595146662,-0.10755708346108969,0.003643151712887211,0.04413174955213522,0.007963390199870614
activation,ipip_stems,mean_tokens,3,C,16,0.0016536977893155799,0.02701579943436786,0.444744547903408,-0.002561807759271216,0.029870767257949304,0.004215505548586795
activation,ipip_stems,mean_tokens,3,E,16,0.0003012482592350781,0.027809502605768022,0.39337591881192735,0.0021296043543363886,0.03312517688980899,-0.0018283560951013105
activation,ipip_stems,mean_tokens,3,A,16,0.034653533405314636,0.002306547314759618,0.6446914996249405,-0.0007513934915973813,0.030971930535279427,0.03540492689691202
activation,ipip_stems,mean_tokens,3,N,16,0.04686203059796582,0.023318350902442102,0.7674182440423138,-0.005600232251036075,0.02989392820619323,0.0524622628490019
