prompt_group,pooling_rule,layer,ptype,profile,common_drift_projection,residual_direction_norm
ipip_stems,final_token,0,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.13372888,0.10335512
ipip_stems,final_token,0,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.15973249,0.11569976
ipip_stems,final_token,0,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.15966727,0.113172
ipip_stems,final_token,0,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.13820127,0.11624508
ipip_stems,final_token,0,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.156334,0.116100736
ipip_stems,final_token,0,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.13565205,0.11100219
ipip_stems,final_token,0,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.15522175,0.13170247
ipip_stems,final_token,0,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.12199252,0.10251455
ipip_stems,final_token,1,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.26665202,0.16193649
ipip_stems,final_token,1,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.32101172,0.18229038
ipip_stems,final_token,1,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.2962079,0.170334
ipip_stems,final_token,1,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.23459524,0.16109544
ipip_stems,final_token,1,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.31757566,0.2122229
ipip_stems,final_token,1,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.2611727,0.18469997
ipip_stems,final_token,1,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.310624,0.18627053
ipip_stems,final_token,1,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.049627807,0.067642055
ipip_stems,final_token,1,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.30771473,0.17035954
ipip_stems,final_token,1,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.2959619,0.2110406
ipip_stems,final_token,1,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.32002902,0.20173313
ipip_stems,final_token,1,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.3239005,0.18196858
ipip_stems,final_token,1,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.29391268,0.1586106
ipip_stems,final_token,1,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.27096063,0.16664578
ipip_stems,final_token,1,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.27812672,0.18387955
ipip_stems,final_token,1,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.23006009,0.15125872
ipip_stems,final_token,1,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.30145454,0.18180159
ipip_stems,final_token,1,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.3290345,0.22360198
ipip_stems,final_token,1,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.20180966,0.14738047
ipip_stems,final_token,1,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.18683958,0.15737721
ipip_stems,final_token,1,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.28344917,0.17159703
ipip_stems,final_token,1,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.28677383,0.23337409
ipip_stems,final_token,1,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.20968114,0.1778674
ipip_stems,final_token,1,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.051425688,0.06765798
ipip_stems,final_token,1,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.27893764,0.17736416
ipip_stems,final_token,1,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.33987257,0.18696246
ipip_stems,final_token,1,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.32720035,0.18552114
ipip_stems,final_token,1,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.28313056,0.18359266
ipip_stems,final_token,1,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.29701585,0.17571376
ipip_stems,final_token,1,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.281689,0.18293598
ipip_stems,final_token,1,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.36384955,0.20436658
ipip_stems,final_token,1,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.2577339,0.16259892
ipip_stems,final_token,2,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.5398957,0.31927148
ipip_stems,final_token,2,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.5488134,0.27684423
ipip_stems,final_token,2,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.5105564,0.265482
ipip_stems,final_token,2,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.4457078,0.27843544
ipip_stems,final_token,2,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.6056229,0.33711746
ipip_stems,final_token,2,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.5691149,0.3678998
ipip_stems,final_token,2,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.5402046,0.30302632
ipip_stems,final_token,2,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.121296406,0.13962926
ipip_stems,final_token,2,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.5636874,0.2807325
ipip_stems,final_token,2,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.53092444,0.3498427
ipip_stems,final_token,2,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.54555714,0.321859
ipip_stems,final_token,2,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.5705817,0.32023773
ipip_stems,final_token,2,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.52598053,0.27682778
ipip_stems,final_token,2,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.5018481,0.2851863
ipip_stems,final_token,2,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.51025254,0.3091899
ipip_stems,final_token,2,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.40648058,0.26150188
ipip_stems,final_token,2,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.5336206,0.3305576
ipip_stems,final_token,2,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.5817923,0.34394374
ipip_stems,final_token,2,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.39995646,0.26643997
ipip_stems,final_token,2,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.42267448,0.32085487
ipip_stems,final_token,2,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.5624197,0.32048032
ipip_stems,final_token,2,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.60344684,0.49496138
ipip_stems,final_token,2,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.41729328,0.3458104
ipip_stems,final_token,2,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.12073641,0.12980805
ipip_stems,final_token,2,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.49709302,0.29570308
ipip_stems,final_token,2,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.60250443,0.33244854
ipip_stems,final_token,2,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.53842795,0.2810335
ipip_stems,final_token,2,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.45638803,0.28210622
ipip_stems,final_token,2,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.5504086,0.34627157
ipip_stems,final_token,2,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.5605249,0.3326391
ipip_stems,final_token,2,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.63692755,0.29867032
ipip_stems,final_token,2,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.51154006,0.30790764
ipip_stems,final_token,3,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.99154633,0.519281
ipip_stems,final_token,3,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0.9514414,0.40010127
ipip_stems,final_token,3,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.9041393,0.40513894
ipip_stems,final_token,3,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.84797263,0.42700988
ipip_stems,final_token,3,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,0.9840718,0.42251423
ipip_stems,final_token,3,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,0.97325426,0.4977168
ipip_stems,final_token,3,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.0073402,0.448349
ipip_stems,final_token,3,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.24861598,0.23269767
ipip_stems,final_token,3,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.93446493,0.44072658
ipip_stems,final_token,3,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,0.9342451,0.48334497
ipip_stems,final_token,3,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.9581947,0.48787498
ipip_stems,final_token,3,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.9382465,0.44139147
ipip_stems,final_token,3,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.93917984,0.46147165
ipip_stems,final_token,3,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.90645117,0.38112962
ipip_stems,final_token,3,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0.9030663,0.3894779
ipip_stems,final_token,3,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.7625798,0.45999992
ipip_stems,final_token,3,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0.94652635,0.4542675
ipip_stems,final_token,3,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.0028408,0.48506504
ipip_stems,final_token,3,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0.7714226,0.42354855
ipip_stems,final_token,3,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0.7696189,0.52089524
ipip_stems,final_token,3,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.0187508,0.4807274
ipip_stems,final_token,3,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.0276453,0.644814
ipip_stems,final_token,3,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,0.8012693,0.5527777
ipip_stems,final_token,3,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.26732787,0.23881055
ipip_stems,final_token,3,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,0.8540339,0.44341803
ipip_stems,final_token,3,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.0884354,0.514735
ipip_stems,final_token,3,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,0.92246556,0.41800928
ipip_stems,final_token,3,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,0.87015724,0.40466207
ipip_stems,final_token,3,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,0.93252325,0.45211524
ipip_stems,final_token,3,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0.81508017,0.41936135
ipip_stems,final_token,3,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.0462537,0.42001575
ipip_stems,final_token,3,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0.92040354,0.5350156
ipip_stems,final_token,4,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.259313,0.6242824
ipip_stems,final_token,4,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.2644634,0.59667724
ipip_stems,final_token,4,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.2458582,0.5619881
ipip_stems,final_token,4,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.1511203,0.66287327
ipip_stems,final_token,4,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.2814685,0.53401554
ipip_stems,final_token,4,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.2496694,0.69794
ipip_stems,final_token,4,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.2951326,0.5496056
ipip_stems,final_token,4,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.35650325,0.33069184
ipip_stems,final_token,4,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.2208612,0.5479323
ipip_stems,final_token,4,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.2219754,0.6328951
ipip_stems,final_token,4,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.1957914,0.6700019
ipip_stems,final_token,4,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.2818093,0.59451795
ipip_stems,final_token,4,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.2473127,0.5446013
ipip_stems,final_token,4,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.2267748,0.56232786
ipip_stems,final_token,4,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.1946942,0.5120307
ipip_stems,final_token,4,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.0192549,0.669204
ipip_stems,final_token,4,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.2398485,0.57251495
ipip_stems,final_token,4,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.2793256,0.65330464
ipip_stems,final_token,4,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.0493411,0.55323964
ipip_stems,final_token,4,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.0574764,0.6679637
ipip_stems,final_token,4,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.3252494,0.6027792
ipip_stems,final_token,4,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.2775006,0.74113494
ipip_stems,final_token,4,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.0827214,0.7067727
ipip_stems,final_token,4,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.3788721,0.34346274
ipip_stems,final_token,4,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.2195295,0.6492038
ipip_stems,final_token,4,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.3833339,0.62554324
ipip_stems,final_token,4,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.2161047,0.5390998
ipip_stems,final_token,4,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.0852312,0.47032088
ipip_stems,final_token,4,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.2015271,0.5889371
ipip_stems,final_token,4,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.0950344,0.5641835
ipip_stems,final_token,4,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.3264705,0.55451113
ipip_stems,final_token,4,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.256066,0.61351895
ipip_stems,final_token,5,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.5654156,0.73432994
ipip_stems,final_token,5,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.5804634,0.75932443
ipip_stems,final_token,5,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.5029372,0.6394266
ipip_stems,final_token,5,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.4681264,0.7486192
ipip_stems,final_token,5,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.5729556,0.60683227
ipip_stems,final_token,5,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.6328036,0.845619
ipip_stems,final_token,5,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.4689775,0.63730156
ipip_stems,final_token,5,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.40992737,0.4044863
ipip_stems,final_token,5,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.5198957,0.74965245
ipip_stems,final_token,5,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.4555583,0.7577079
ipip_stems,final_token,5,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.5254132,0.80795795
ipip_stems,final_token,5,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.5151212,0.6751451
ipip_stems,final_token,5,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.5278417,0.6728437
ipip_stems,final_token,5,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.5004414,0.6156258
ipip_stems,final_token,5,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.4749141,0.6476522
ipip_stems,final_token,5,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.3300804,0.7863159
ipip_stems,final_token,5,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.4561071,0.63460195
ipip_stems,final_token,5,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.5371157,0.74008584
ipip_stems,final_token,5,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.3095274,0.6555515
ipip_stems,final_token,5,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.3429791,0.7799327
ipip_stems,final_token,5,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.60317,0.67441356
ipip_stems,final_token,5,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.5574218,0.8644076
ipip_stems,final_token,5,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.3783602,0.8301331
ipip_stems,final_token,5,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.4661191,0.42383957
ipip_stems,final_token,5,24,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.4518632,0.6618493
ipip_stems,final_token,5,25,Openness high; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.7243131,0.74038863
ipip_stems,final_token,5,26,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.4449565,0.5722258
ipip_stems,final_token,5,27,Openness high; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.377324,0.52287185
ipip_stems,final_token,5,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.4504373,0.7357035
ipip_stems,final_token,5,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.3901392,0.7176204
ipip_stems,final_token,5,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.543272,0.7140958
ipip_stems,final_token,5,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.4832258,0.68874514
ipip_stems,final_token,6,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.7364471,0.83858395
ipip_stems,final_token,6,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.7594903,0.789827
ipip_stems,final_token,6,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.7741851,0.70497
ipip_stems,final_token,6,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.6810957,0.9049162
ipip_stems,final_token,6,4,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.8563131,0.69337535
ipip_stems,final_token,6,5,Openness low; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.8889544,0.92754906
ipip_stems,final_token,6,6,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.6718684,0.7126733
ipip_stems,final_token,6,7,Openness low; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.45412698,0.4773468
ipip_stems,final_token,6,8,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism low,1.7919229,0.85176814
ipip_stems,final_token,6,9,Openness low; Conscientiousness high; Extraversion low; Agreeableness low; Neuroticism high,1.7604508,0.85746145
ipip_stems,final_token,6,10,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism low,1.7172449,0.86009234
ipip_stems,final_token,6,11,Openness low; Conscientiousness high; Extraversion low; Agreeableness high; Neuroticism high,1.7166791,0.74179596
ipip_stems,final_token,6,12,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,1.7368059,0.8050034
ipip_stems,final_token,6,13,Openness low; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1.7294531,0.73042697
ipip_stems,final_token,6,14,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1.7204049,0.74689615
ipip_stems,final_token,6,15,Openness low; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1.5377165,0.8747738
ipip_stems,final_token,6,16,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1.6763439,0.6825087
ipip_stems,final_token,6,17,Openness high; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1.7490019,0.9435939
ipip_stems,final_token,6,18,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1.4847151,0.72246575
ipip_stems,final_token,6,19,Openness high; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1.5848311,0.8919667
ipip_stems,final_token,6,20,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism low,1.7589898,0.6970174
ipip_stems,final_token,6,21,Openness high; Conscientiousness low; Extraversion high; Agreeableness low; Neuroticism high,1.7922004,0.99449104
ipip_stems,final_token,6,22,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism low,1.5436244,0.93767434
ipip_stems,final_token,6,23,Openness high; Conscientiousness low; Extraversion high; Agreeableness high; Neuroticism high,0.54115236,0.49133426
