mapping_id,position_order_high_to_low_weight,polarity_inverted,is_intended_mapping,binary_distance_max_abs_change_vs_intended,row_continuous_distance_max_abs_change_vs_intended,unique_continuous_distance_max_abs_change_vs_intended,activation_binary_pearson_median,activation_binary_spearman_median,activation_conditions
positions=OENAC;polarity=high_is_1,OENAC,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=OENAC;polarity=inverted,OENAC,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=OACEN;polarity=high_is_1,OACEN,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=OACEN;polarity=inverted,OACEN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=OACNE;polarity=high_is_1,OACNE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=OACNE;polarity=inverted,OACNE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=OAECN;polarity=high_is_1,OAECN,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=OAECN;polarity=inverted,OAECN,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=OAENC;polarity=high_is_1,OAENC,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=OAENC;polarity=inverted,OAENC,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=OANCE;polarity=high_is_1,OANCE,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=OANCE;polarity=inverted,OANCE,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=OANEC;polarity=high_is_1,OANEC,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=OANEC;polarity=inverted,OANEC,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ONCEA;polarity=high_is_1,ONCEA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ONCEA;polarity=inverted,ONCEA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ONCAE;polarity=high_is_1,ONCAE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ONCAE;polarity=inverted,ONCAE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ONECA;polarity=high_is_1,ONECA,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ONECA;polarity=inverted,ONECA,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ONEAC;polarity=high_is_1,ONEAC,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ONEAC;polarity=inverted,ONEAC,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ONACE;polarity=high_is_1,ONACE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ONACE;polarity=inverted,ONACE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ONAEC;polarity=high_is_1,ONAEC,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ONAEC;polarity=inverted,ONAEC,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=COEAN;polarity=high_is_1,COEAN,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=COEAN;polarity=inverted,COEAN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=COENA;polarity=high_is_1,COENA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=COENA;polarity=inverted,COENA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=COAEN;polarity=high_is_1,COAEN,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=COAEN;polarity=inverted,COAEN,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=COANE;polarity=high_is_1,COANE,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=COANE;polarity=inverted,COANE,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=CONEA;polarity=high_is_1,CONEA,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=CONEA;polarity=inverted,CONEA,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=CONAE;polarity=high_is_1,CONAE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CONAE;polarity=inverted,CONAE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CEOAN;polarity=high_is_1,CEOAN,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CEOAN;polarity=inverted,CEOAN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CEONA;polarity=high_is_1,CEONA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CEONA;polarity=inverted,CEONA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CEAON;polarity=high_is_1,CEAON,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CEAON;polarity=inverted,CEAON,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CEANO;polarity=high_is_1,CEANO,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=CEANO;polarity=inverted,CEANO,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=CENOA;polarity=high_is_1,CENOA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CENOA;polarity=inverted,CENOA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CENAO;polarity=high_is_1,CENAO,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CENAO;polarity=inverted,CENAO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CAOEN;polarity=high_is_1,CAOEN,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CAOEN;polarity=inverted,CAOEN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CAONE;polarity=high_is_1,CAONE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CAONE;polarity=inverted,CAONE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CAEON;polarity=high_is_1,CAEON,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CAEON;polarity=inverted,CAEON,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CAENO;polarity=high_is_1,CAENO,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CAENO;polarity=inverted,CAENO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CANOE;polarity=high_is_1,CANOE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CANOE;polarity=inverted,CANOE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CANEO;polarity=high_is_1,CANEO,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CANEO;polarity=inverted,CANEO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNOEA;polarity=high_is_1,CNOEA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNOEA;polarity=inverted,CNOEA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNOAE;polarity=high_is_1,CNOAE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNOAE;polarity=inverted,CNOAE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNEOA;polarity=high_is_1,CNEOA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNEOA;polarity=inverted,CNEOA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNEAO;polarity=high_is_1,CNEAO,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNEAO;polarity=inverted,CNEAO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=CNAOE;polarity=high_is_1,CNAOE,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=CNAOE;polarity=inverted,CNAOE,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=CNAEO;polarity=high_is_1,CNAEO,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=CNAEO;polarity=inverted,CNAEO,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=EOCAN;polarity=high_is_1,EOCAN,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EOCAN;polarity=inverted,EOCAN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EOCNA;polarity=high_is_1,EOCNA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EOCNA;polarity=inverted,EOCNA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EOACN;polarity=high_is_1,EOACN,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=EOACN;polarity=inverted,EOACN,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=EOANC;polarity=high_is_1,EOANC,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=EOANC;polarity=inverted,EOANC,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=EONCA;polarity=high_is_1,EONCA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EONCA;polarity=inverted,EONCA,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=EONAC;polarity=high_is_1,EONAC,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EONAC;polarity=inverted,EONAC,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ECOAN;polarity=high_is_1,ECOAN,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ECOAN;polarity=inverted,ECOAN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ECONA;polarity=high_is_1,ECONA,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ECONA;polarity=inverted,ECONA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ECAON;polarity=high_is_1,ECAON,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ECAON;polarity=inverted,ECAON,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ECANO;polarity=high_is_1,ECANO,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ECANO;polarity=inverted,ECANO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ECNOA;polarity=high_is_1,ECNOA,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ECNOA;polarity=inverted,ECNOA,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ECNAO;polarity=high_is_1,ECNAO,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ECNAO;polarity=inverted,ECNAO,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=EAOCN;polarity=high_is_1,EAOCN,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EAOCN;polarity=inverted,EAOCN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EAONC;polarity=high_is_1,EAONC,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EAONC;polarity=inverted,EAONC,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EACON;polarity=high_is_1,EACON,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EACON;polarity=inverted,EACON,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EACNO;polarity=high_is_1,EACNO,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EACNO;polarity=inverted,EACNO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EANOC;polarity=high_is_1,EANOC,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EANOC;polarity=inverted,EANOC,True,False,0.0,2.842170943040401e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=EANCO;polarity=high_is_1,EANCO,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=EANCO;polarity=inverted,EANCO,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ENOCA;polarity=high_is_1,ENOCA,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ENOCA;polarity=inverted,ENOCA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ENOAC;polarity=high_is_1,ENOAC,False,False,0.0,0.0,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ENOAC;polarity=inverted,ENOAC,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ENCOA;polarity=high_is_1,ENCOA,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ENCOA;polarity=inverted,ENCOA,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ENCAO;polarity=high_is_1,ENCAO,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ENCAO;polarity=inverted,ENCAO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ENAOC;polarity=high_is_1,ENAOC,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ENAOC;polarity=inverted,ENAOC,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ENACO;polarity=high_is_1,ENACO,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ENACO;polarity=inverted,ENACO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AOCEN;polarity=high_is_1,AOCEN,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AOCEN;polarity=inverted,AOCEN,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AOCNE;polarity=high_is_1,AOCNE,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AOCNE;polarity=inverted,AOCNE,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AOECN;polarity=high_is_1,AOECN,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AOECN;polarity=inverted,AOECN,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AOENC;polarity=high_is_1,AOENC,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AOENC;polarity=inverted,AOENC,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AONCE;polarity=high_is_1,AONCE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AONCE;polarity=inverted,AONCE,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AONEC;polarity=high_is_1,AONEC,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AONEC;polarity=inverted,AONEC,True,False,0.0,2.842170943040401e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ACOEN;polarity=high_is_1,ACOEN,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ACOEN;polarity=inverted,ACOEN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ACONE;polarity=high_is_1,ACONE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ACONE;polarity=inverted,ACONE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ACEON;polarity=high_is_1,ACEON,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ACEON;polarity=inverted,ACEON,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ACENO;polarity=high_is_1,ACENO,False,False,0.0,0.0,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ACENO;polarity=inverted,ACENO,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ACNOE;polarity=high_is_1,ACNOE,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ACNOE;polarity=inverted,ACNOE,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ACNEO;polarity=high_is_1,ACNEO,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ACNEO;polarity=inverted,ACNEO,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AEOCN;polarity=high_is_1,AEOCN,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AEOCN;polarity=inverted,AEOCN,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AEONC;polarity=high_is_1,AEONC,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AEONC;polarity=inverted,AEONC,True,False,0.0,2.842170943040401e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AECON;polarity=high_is_1,AECON,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AECON;polarity=inverted,AECON,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AECNO;polarity=high_is_1,AECNO,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AECNO;polarity=inverted,AECNO,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AENOC;polarity=high_is_1,AENOC,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AENOC;polarity=inverted,AENOC,True,False,0.0,2.842170943040401e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=AENCO;polarity=high_is_1,AENCO,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=AENCO;polarity=inverted,AENCO,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ANOCE;polarity=high_is_1,ANOCE,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ANOCE;polarity=inverted,ANOCE,True,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ANOEC;polarity=high_is_1,ANOEC,False,False,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ANOEC;polarity=inverted,ANOEC,True,False,0.0,2.842170943040401e-14,1.4210854715202004e-14,-0.1164417087902701,-0.05797710356524484,192
positions=ANCOE;polarity=high_is_1,ANCOE,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ANCOE;polarity=inverted,ANCOE,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ANCEO;polarity=high_is_1,ANCEO,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ANCEO;polarity=inverted,ANCEO,True,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
positions=ANEOC;polarity=high_is_1,ANEOC,False,False,0.0,1.4210854715202004e-14,0.0,-0.1164417087902701,-0.05797710356524484,192
